loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,loan_date
23253,7794,Auto Loan,726181,9.7,36,Active,2023-06-10
23254,13319,Business Loan,185297,9.13,12,Active,2022-03-02
23255,11928,Home Loan,558824,6.7,60,Active,2021-11-11
23256,15393,Home Loan,183084,10.09,120,Default,2021-03-29
23257,9561,Personal Loan,334031,12.83,60,Default,2024-11-05
23258,14873,Personal Loan,181031,10.58,84,Active,2025-02-20
23259,462,Personal Loan,407734,13.03,84,Active,2025-10-24
23260,15976,Home Loan,622689,16.67,24,Closed,2022-08-23
23261,2636,Auto Loan,127312,18.44,36,Default,2022-06-20
23262,8153,Auto Loan,365720,12.95,12,Closed,2022-09-05
23263,779,Home Loan,101923,13.35,120,Closed,2024-08-31
23264,197,Education Loan,223009,13.44,120,Closed,2023-06-01
23265,861,Home Loan,90559,12.23,12,Closed,2023-09-08
23266,8514,Home Loan,717854,6.08,120,Closed,2025-03-12
23267,9922,Personal Loan,315252,9.48,84,Active,2021-09-02
23268,14898,Auto Loan,675330,18.45,12,Closed,2024-05-30
23269,16396,Auto Loan,227477,13.39,24,Closed,2021-10-13
23270,2501,Auto Loan,144069,7.24,180,Active,2025-08-13
23271,17722,Business Loan,187210,12.69,36,Default,2025-05-27
23272,7733,Home Loan,276005,9.37,240,Default,2025-05-03
23273,1201,Business Loan,596655,14.91,60,Active,2023-01-12
23274,11427,Auto Loan,797533,17.81,12,Active,2023-08-19
23275,6247,Business Loan,719219,14.42,24,Active,2024-02-05
23276,13547,Home Loan,243457,12.32,120,Closed,2023-05-22
23277,14257,Home Loan,28933,17.25,36,Active,2023-10-02
23278,11530,Business Loan,503828,10.8,36,Closed,2022-08-01
23279,15673,Personal Loan,623861,16.11,24,Active,2021-08-27
23280,17343,Home Loan,307274,16.14,60,Closed,2023-09-29
23281,16847,Education Loan,688619,5.8,60,Active,2024-08-16
23282,6207,Personal Loan,575546,9.97,180,Active,2025-04-30
23283,9161,Auto Loan,396342,13.62,60,Closed,2025-05-24
23284,19162,Home Loan,537998,11.33,180,Active,2025-07-09
23285,8738,Auto Loan,279246,17.56,24,Active,2021-04-16
23286,6166,Auto Loan,756555,14.37,36,Default,2021-04-13
23287,12626,Home Loan,253872,6.99,36,Active,2023-02-12
23288,8556,Auto Loan,181175,17.08,240,Active,2025-10-08
23289,1621,Home Loan,96793,6.01,12,Active,2025-12-16
23290,18558,Home Loan,500658,14.91,36,Closed,2024-11-10
23291,13526,Auto Loan,249643,6.06,24,Active,2024-08-23
23292,13948,Business Loan,261114,17.93,120,Default,2025-07-10
23293,14037,Personal Loan,576203,13.56,84,Closed,2024-04-03
23294,1792,Home Loan,117862,15.41,24,Active,2024-09-13
23295,3683,Auto Loan,98407,16.06,24,Closed,2023-11-13
23296,6489,Personal Loan,615331,12.19,84,Closed,2023-01-19
23297,9997,Business Loan,287034,15.34,36,Active,2022-05-03
23298,17619,Home Loan,674156,16.27,60,Default,2023-03-16
23299,1607,Education Loan,133643,8.37,60,Active,2025-06-01
23300,4971,Home Loan,379735,16.26,240,Active,2023-10-27
23301,15960,Business Loan,310345,11.65,84,Default,2024-03-20
23302,8186,Education Loan,497146,7.61,180,Active,2022-10-02
23303,8681,Personal Loan,467120,13.46,48,Active,2025-01-26
23304,4080,Home Loan,225132,6.58,60,Active,2024-03-08
23305,7487,Auto Loan,662235,13.79,84,Default,2023-09-13
23306,2374,Personal Loan,162634,13.41,12,Active,2025-01-29
23307,6565,Education Loan,569036,12.75,84,Active,2024-06-25
23308,1997,Auto Loan,21498,8.76,60,Active,2023-02-09
23309,8986,Auto Loan,738092,10.68,12,Active,2024-04-09
23310,12847,Home Loan,61963,15.47,60,Active,2024-07-31
23311,17041,Personal Loan,676579,5.87,24,Active,2025-12-28
23312,10059,Personal Loan,385902,14.4,60,Closed,2022-05-04
23313,10958,Education Loan,605043,12.08,60,Closed,2023-09-28
23314,12215,Personal Loan,657629,14.45,48,Active,2023-03-24
23315,3350,Business Loan,328508,12.094999999999999,120,Active,2025-01-14
23316,4647,Home Loan,714001,9.74,180,Active,2025-02-08
23317,17247,Business Loan,463991,16.85,48,Active,2025-01-17
23318,15737,Home Loan,16311,6.54,180,Active,2024-09-14
23319,16489,Personal Loan,443869,18.19,120,Active,2022-05-26
23320,7538,Personal Loan,367930,15.84,180,Active,2022-12-08
23321,13923,Personal Loan,278478,14.83,60,Active,2023-04-06
23322,17251,Personal Loan,44204,11.97,48,Closed,2024-06-16
23323,16686,Education Loan,649805,12.79,36,Closed,2025-12-22
23324,8989,Home Loan,392443,16.48,180,Closed,2022-11-27
23325,10716,Business Loan,135785,15.8,120,Active,2025-05-06
23326,6804,Personal Loan,436737,15.07,120,Active,2024-08-09
23327,17733,Auto Loan,622060,8.07,240,Closed,2023-01-11
23328,8476,Personal Loan,662257,8.78,48,Active,2024-02-21
23329,5078,Personal Loan,345481,17.36,60,Active,2023-06-24
23330,8284,Auto Loan,349460,9.78,84,Active,2022-05-16
23331,9370,Personal Loan,517021,9.45,60,Active,2023-12-29
23332,13874,Home Loan,91251,8.87,60,Active,2021-02-05
23333,6125,Personal Loan,600245,16.24,36,Active,2022-04-29
23334,5033,Education Loan,607028,6.19,240,Closed,2021-07-04
23335,6005,Personal Loan,741351,17.84,12,Active,2022-01-22
23336,17368,Education Loan,357295,16.98,48,Closed,2023-02-09
23337,1238,Business Loan,659434,8.24,84,Closed,2021-08-13
23338,12040,Personal Loan,428177,10.65,12,Active,2023-02-25
23339,12567,Personal Loan,454819,7.77,180,Active,2022-12-15
23340,7756,Home Loan,27607,8.66,84,Default,2021-03-07
23341,16540,Home Loan,561382,14.11,12,Default,2025-03-20
23342,9879,Personal Loan,137647,7.22,24,Closed,2021-12-25
23343,3353,Home Loan,670125,6.55,48,Closed,2022-08-02
23344,5060,Home Loan,661259,16.58,84,Closed,2022-12-15
23345,13929,Personal Loan,452989,12.02,120,Closed,2023-08-27
23346,5953,Personal Loan,190852,12.74,120,Closed,2024-10-10
23347,7001,Education Loan,155086,14.77,48,Active,2023-05-11
23348,12651,Home Loan,167344,7.54,60,Closed,2024-10-26
23349,7310,Education Loan,281823,15.93,24,Active,2025-12-01
23350,19797,Home Loan,34516,7.15,12,Active,2025-01-16
23351,3395,Business Loan,711807,14.11,48,Active,2021-07-26
23352,14321,Home Loan,33816,9.69,12,Active,2021-07-05
23353,11364,Personal Loan,84572,18.49,180,Active,2025-01-17
23354,19393,Home Loan,593968,11.36,84,Closed,2025-10-19
23355,18193,Personal Loan,46121,13.17,36,Default,2025-02-01
23356,14806,Home Loan,45200,12.18,120,Active,2023-12-23
23357,7335,Personal Loan,279835,11.68,84,Active,2024-09-12
23358,14900,Business Loan,489433,16.77,24,Active,2023-07-27
23359,14391,Auto Loan,390801,11.85,84,Active,2023-03-02
23360,14027,Personal Loan,332318,7.2,84,Closed,2023-09-16
23361,14208,Business Loan,244476,14.96,24,Active,2022-06-29
23362,13587,Home Loan,25829,16.53,12,Active,2025-11-08
23363,11254,Auto Loan,582666,7.94,12,Active,2024-08-22
23364,7903,Auto Loan,455597,18.22,12,Closed,2024-06-10
23365,8859,Personal Loan,354776,8.75,48,Active,2024-06-17
23366,1895,Personal Loan,563930,8.85,60,Active,2025-07-01
23367,17422,Personal Loan,245212,6.39,120,Active,2023-01-27
23368,9349,Auto Loan,301244,15.2,36,Active,2022-07-16
23369,15191,Home Loan,475677,7.75,12,Active,2022-08-29
23370,7728,Business Loan,454998,18.24,84,Active,2023-07-16
23371,5530,Home Loan,777611,13.05,240,Default,2021-09-19
23372,10196,Personal Loan,388454,12.48,60,Active,2025-07-05
23373,4650,Home Loan,519308,18.18,48,Active,2022-02-22
23374,6503,Personal Loan,87620,11.13,180,Active,2025-04-15
23375,6181,Business Loan,62241,10.29,240,Active,2024-01-02
23376,13422,Personal Loan,438353,12.06,60,Active,2024-06-19
23377,12776,Home Loan,211458,10.62,180,Closed,2022-12-18
23378,5020,Personal Loan,142504,7.94,180,Active,2024-05-24
23379,5545,Personal Loan,644302,9.93,36,Active,2021-11-18
23380,16190,Personal Loan,366259,13.58,180,Active,2024-04-19
23381,1093,Business Loan,619493,16.25,240,Active,2025-10-19
23382,15476,Auto Loan,656457,18.18,240,Active,2023-05-31
23383,5082,Business Loan,388214,8.68,24,Active,2025-11-15
23384,11527,Personal Loan,259683,12.92,36,Active,2024-07-06
23385,14202,Home Loan,771046,11.77,36,Default,2023-07-13
23386,10018,Personal Loan,14629,12.24,60,Active,2023-02-17
23387,7235,Auto Loan,708866,7.65,84,Active,2023-09-29
23388,11719,Home Loan,458025,13.26,240,Active,2025-04-17
23389,10396,Home Loan,186193,18.43,180,Active,2025-07-17
23390,11309,Home Loan,348469,10.15,240,Active,2025-09-09
23391,13244,Home Loan,68138,12.26,12,Active,2025-05-13
23392,11791,Auto Loan,608494,14.46,240,Active,2022-02-09
23393,17847,Personal Loan,182188,17.89,240,Active,2021-05-29
23394,1337,Home Loan,270244,9.61,12,Active,2021-11-21
23395,7397,Business Loan,12497,7.9,240,Closed,2023-12-17
23396,18308,Personal Loan,671063,14.67,12,Active,2023-12-11
23397,1277,Home Loan,364928,9.59,36,Active,2024-11-13
23398,6900,Home Loan,92797,10.2,36,Active,2021-03-22
23399,8388,Personal Loan,479424,17.66,240,Closed,2021-11-16
23400,18307,Home Loan,674369,14.53,120,Closed,2025-05-25
23401,10195,Home Loan,142738,14.57,84,Active,2024-10-11
23402,6366,Personal Loan,119143,11.86,36,Closed,2025-12-06
23403,3062,Personal Loan,720049,6.28,180,Default,2021-03-26
23404,9741,Personal Loan,673521,9.72,24,Default,2024-06-26
23405,13665,Education Loan,785336,7.94,120,Active,2022-12-30
23406,4932,Personal Loan,327929,9.24,60,Active,2024-09-02
23407,1014,Personal Loan,731121,15.31,84,Active,2025-04-28
23408,10003,Auto Loan,540498,5.92,180,Default,2021-03-25
23409,19562,Auto Loan,531499,8.76,180,Active,2022-03-16
23410,4653,Personal Loan,9537,10.01,84,Active,2021-11-19
23411,7159,Personal Loan,338811,12.19,24,Active,2023-03-01
23412,12408,Personal Loan,237832,12.43,84,Closed,2024-08-12
23413,16209,Business Loan,50299,13.39,60,Closed,2023-04-25
23414,9065,Personal Loan,438160,10.73,48,Active,2025-03-24
23415,5960,Personal Loan,177672,9.3,120,Closed,2023-04-11
23416,17524,Personal Loan,204287,16.69,12,Active,2023-02-23
23417,9838,Auto Loan,302123,8.53,36,Active,2022-04-06
23418,18750,Home Loan,32866,10.14,180,Closed,2024-02-23
23419,4051,Auto Loan,182032,13.99,84,Active,2022-09-13
23420,1353,Home Loan,484449,13.34,24,Active,2025-11-06
23421,13694,Business Loan,31424,12.45,180,Active,2024-05-24
23422,19346,Personal Loan,586820,12.26,12,Default,2025-12-06
23423,4150,Personal Loan,537955,15.05,60,Active,2024-02-24
23424,8748,Home Loan,521808,7.11,36,Active,2025-01-26
23425,8643,Business Loan,163605,11.2,120,Active,2024-04-04
23426,1371,Home Loan,148666,14.3,24,Active,2021-04-12
23427,2338,Personal Loan,764861,13.95,12,Active,2023-12-25
23428,5943,Auto Loan,683172,17.4,120,Active,2023-09-22
23429,4344,Home Loan,428356,17.57,84,Active,2021-03-21
23430,176,Business Loan,211532,8.41,24,Active,2021-02-17
23431,2943,Personal Loan,556428,6.08,84,Active,2024-03-11
23432,19492,Education Loan,125281,8.5,48,Active,2024-12-24
23433,6756,Business Loan,341908,6.98,48,Default,2021-03-27
23434,18967,Home Loan,116932,15.6,120,Active,2025-01-05
23435,1373,Personal Loan,424247,13.73,180,Closed,2024-03-04
23436,7661,Business Loan,631547,9.21,36,Closed,2023-11-16
23437,8415,Auto Loan,14054,17.72,84,Closed,2024-10-13
23438,12712,Auto Loan,225385,12.16,84,Closed,2025-03-05
23439,16000,Personal Loan,614593,12.19,24,Closed,2022-07-30
23440,12977,Business Loan,170665,10.07,240,Closed,2024-11-16
23441,18015,Home Loan,206042,18.22,24,Closed,2022-06-28
23442,5073,Business Loan,320734,14.47,120,Active,2025-07-23
23443,3205,Auto Loan,132348,15.99,24,Active,2023-08-01
23444,4898,Personal Loan,279791,13.28,60,Active,2024-02-26
23445,12441,Auto Loan,249246,17.24,36,Active,2023-12-01
23446,5976,Education Loan,262281,10.86,60,Active,2021-10-16
23447,12456,Home Loan,736043,17.33,84,Active,2021-11-15
23448,9618,Home Loan,13043,17.44,36,Active,2023-11-01
23449,7519,Home Loan,750730,17.09,60,Active,2023-02-01
23450,4482,Personal Loan,616154,9.1,180,Closed,2021-06-25
23451,12054,Personal Loan,472037,9.44,240,Active,2023-11-10
23452,1133,Business Loan,155440,16.48,120,Closed,2022-01-15
23453,16523,Home Loan,680960,16.14,240,Closed,2023-05-25
23454,1604,Personal Loan,315344,7.27,60,Default,2021-03-18
23455,11644,Business Loan,574202,12.02,36,Active,2025-11-26
23456,8760,Auto Loan,346738,15.56,24,Active,2024-06-18
23457,6256,Personal Loan,99481,9.82,12,Active,2021-10-05
23458,3069,Home Loan,59004,16.51,120,Active,2024-05-29
23459,2800,Personal Loan,474399,12.65,36,Active,2025-06-07
23460,12400,Personal Loan,629529,7.07,12,Active,2021-09-19
23461,2615,Auto Loan,489586,11.77,24,Active,2023-07-13
23462,6670,Home Loan,69515,7.55,180,Active,2023-06-23
23463,2015,Personal Loan,530294,5.72,48,Active,2022-04-15
23464,7674,Personal Loan,10509,9.49,84,Active,2024-02-15
23465,447,Home Loan,622443,14.16,12,Closed,2023-06-13
23466,19983,Business Loan,737465,9.19,240,Default,2024-11-04
23467,2689,Auto Loan,599841,13.71,48,Active,2021-01-09
23468,17096,Auto Loan,481104,8.22,36,Active,2023-09-22
23469,885,Personal Loan,38205,16.47,60,Active,2024-08-27
23470,10736,Education Loan,33728,17.56,24,Active,2023-12-30
23471,3811,Business Loan,511725,12.004999999999999,24,Closed,2025-04-29
23472,8909,Home Loan,378120,8.18,180,Active,2024-11-30
23473,6224,Personal Loan,652254,12.19,240,Active,2022-04-03
23474,18618,Auto Loan,258256,14.76,84,Active,2025-01-09
23475,989,Education Loan,590357,18.14,48,Active,2021-09-20
23476,15994,Education Loan,113366,15.29,60,Active,2023-06-27
23477,7601,Business Loan,134826,11.14,60,Active,2024-03-25
23478,18898,Education Loan,101414,17.12,48,Active,2022-12-28
23479,18160,Home Loan,423136,9.05,36,Closed,2025-08-28
23480,1419,Home Loan,130257,12.5,12,Active,2023-07-23
23481,16263,Business Loan,348973,14.58,24,Active,2023-02-02
23482,6732,Home Loan,393274,7.52,24,Active,2021-12-11
23483,11536,Personal Loan,691242,11.56,240,Active,2023-12-20
23484,14942,Personal Loan,46591,7.03,60,Active,2023-10-07
23485,865,Home Loan,612862,7.05,180,Active,2024-09-30
23486,17596,Auto Loan,12353,12.79,120,Default,2024-01-27
23487,5410,Education Loan,376077,6.35,12,Active,2021-12-26
23488,13072,Business Loan,353270,14.27,24,Active,2022-11-25
23489,7347,Business Loan,75992,13.23,84,Active,2022-02-12
23490,3949,Personal Loan,590534,17.6,12,Active,2024-11-11
23491,3040,Business Loan,40911,10.73,120,Closed,2025-04-04
23492,18916,Personal Loan,604588,13.93,48,Active,2024-01-22
23493,17774,Education Loan,716101,13.33,240,Active,2024-05-11
23494,14701,Education Loan,89166,12.79,180,Default,2024-04-19
23495,19358,Home Loan,540093,12.63,12,Closed,2022-01-15
23496,11262,Personal Loan,314311,14.03,180,Active,2021-09-23
23497,7631,Business Loan,19369,5.92,60,Active,2022-02-20
23498,16475,Personal Loan,392959,8.78,60,Active,2021-09-11
23499,2966,Personal Loan,476952,7.21,180,Default,2021-08-20
23500,5912,Auto Loan,632519,13.9,180,Active,2021-11-25
23501,10446,Business Loan,119117,12.65,36,Active,2023-04-06
23502,401,Personal Loan,585108,11.895,180,Active,2024-12-05
23503,3511,Home Loan,116637,17.73,36,Closed,2024-02-20
23504,16700,Home Loan,742881,12.16,240,Active,2024-03-09
23505,7149,Business Loan,133621,6.03,60,Active,2022-12-30
23506,9651,Home Loan,354771,14.06,240,Active,2022-09-27
23507,9231,Auto Loan,720018,8.02,84,Active,2025-09-01
23508,15118,Personal Loan,390777,10.94,60,Closed,2023-10-02
23509,3211,Home Loan,320336,12.18,240,Closed,2022-11-11
23510,2867,Personal Loan,178620,13.78,12,Active,2024-05-17
23511,13017,Personal Loan,684673,10.91,120,Active,2021-10-29
23512,15861,Home Loan,174522,17.79,36,Active,2023-01-12
23513,911,Business Loan,449000,6.14,12,Active,2025-06-14
23514,17228,Business Loan,37338,16.35,12,Active,2024-12-04
23515,5707,Home Loan,773905,15.33,36,Active,2025-02-20
23516,14923,Business Loan,579658,6.2,60,Closed,2021-08-11
23517,18803,Business Loan,530921,11.26,180,Active,2021-05-29
23518,2625,Business Loan,639044,12.28,60,Active,2025-09-13
23519,15003,Auto Loan,36996,6.76,60,Active,2025-06-27
23520,14764,Personal Loan,233205,6.42,180,Default,2021-09-16
23521,9340,Personal Loan,317247,13.74,24,Active,2025-11-07
23522,11828,Home Loan,604661,10.64,48,Default,2025-06-25
23523,6201,Home Loan,628083,16.87,84,Default,2023-12-22
23524,1035,Auto Loan,363814,14.58,12,Active,2025-07-23
23525,4682,Home Loan,21045,15.46,120,Active,2022-10-31
23526,6693,Home Loan,337696,12.63,120,Active,2024-07-09
23527,17352,Education Loan,168806,15.24,48,Closed,2023-03-24
23528,2704,Personal Loan,736699,17.18,36,Active,2023-09-20
23529,13893,Personal Loan,332630,15.33,180,Active,2025-09-19
23530,3904,Home Loan,228267,9.68,12,Active,2022-10-14
23531,11213,Education Loan,453571,16.15,12,Closed,2023-11-21
23532,2189,Education Loan,460782,12.92,60,Active,2024-08-06
23533,8453,Personal Loan,625799,8.45,180,Closed,2025-07-27
23534,9185,Personal Loan,105052,9.0,24,Active,2025-10-08
23535,19216,Home Loan,636058,12.27,36,Active,2024-04-23
23536,15091,Home Loan,180947,13.59,120,Active,2024-06-04
23537,4070,Personal Loan,537181,12.72,48,Active,2021-05-20
23538,18204,Education Loan,188372,10.83,120,Closed,2021-11-08
23539,12496,Business Loan,728979,9.41,60,Default,2022-07-02
23540,19829,Personal Loan,678621,14.35,84,Closed,2025-08-31
23541,13280,Business Loan,520341,7.55,12,Active,2023-02-18
23542,15621,Home Loan,500092,10.99,120,Active,2022-02-16
23543,12749,Personal Loan,488769,8.61,24,Active,2024-04-24
23544,15382,Personal Loan,75589,11.96,60,Active,2021-02-12
23545,11624,Home Loan,278635,11.06,180,Active,2024-04-14
23546,5725,Personal Loan,671224,16.36,24,Active,2021-02-04
23547,18046,Personal Loan,63991,17.38,240,Active,2023-07-29
23548,14074,Home Loan,179892,14.42,12,Active,2024-11-22
23549,18417,Personal Loan,778640,7.32,120,Active,2025-12-06
23550,1897,Auto Loan,101707,7.45,60,Active,2022-06-23
23551,15494,Auto Loan,106440,9.85,36,Active,2021-01-12
23552,8833,Education Loan,301378,16.58,180,Active,2023-03-27
23553,3944,Personal Loan,737419,16.4,48,Active,2025-10-01
23554,9154,Personal Loan,278359,10.65,48,Active,2022-01-19
23555,7657,Home Loan,70690,9.39,180,Active,2022-12-17
23556,6073,Personal Loan,696386,11.08,240,Active,2023-08-24
23557,6500,Personal Loan,42099,13.53,12,Active,2023-11-19
23558,13605,Personal Loan,556681,18.36,180,Active,2021-07-13
23559,1021,Home Loan,589501,16.27,240,Active,2021-11-21
23560,13800,Personal Loan,68009,17.17,48,Active,2024-11-08
23561,15668,Auto Loan,447843,13.67,48,Active,2024-12-19
23562,5641,Home Loan,761105,16.27,84,Active,2023-10-11
23563,7715,Business Loan,372107,12.28,60,Active,2022-03-16
23564,17257,Home Loan,715539,14.27,60,Active,2021-09-05
23565,7464,Education Loan,125560,6.26,180,Closed,2021-05-04
23566,2056,Auto Loan,295133,15.39,240,Active,2025-05-21
23567,7311,Personal Loan,529597,11.05,24,Closed,2024-08-30
23568,7538,Home Loan,465306,11.99,24,Active,2025-01-21
23569,7255,Home Loan,257081,11.82,24,Active,2024-10-03
23570,11505,Personal Loan,286438,12.08,180,Closed,2021-01-01
23571,9331,Business Loan,753240,16.1,48,Active,2022-04-23
23572,9573,Personal Loan,256636,6.48,12,Active,2024-04-30
23573,9228,Education Loan,730100,14.88,12,Closed,2021-04-29
23574,7352,Home Loan,370285,11.93,48,Closed,2023-09-12
23575,17336,Education Loan,54036,16.46,84,Active,2025-03-28
23576,9178,Home Loan,480055,10.54,36,Active,2021-04-24
23577,2106,Home Loan,259273,6.32,60,Closed,2022-07-03
23578,6028,Personal Loan,572825,16.34,24,Default,2025-03-15
23579,9470,Personal Loan,617201,8.85,240,Active,2021-06-23
23580,2510,Personal Loan,199399,16.91,60,Active,2022-06-14
23581,12865,Personal Loan,255623,8.0,24,Active,2021-12-23
23582,12635,Personal Loan,292104,8.45,84,Active,2023-08-16
23583,6050,Auto Loan,136054,13.69,120,Default,2022-08-03
23584,19656,Auto Loan,798763,16.74,12,Active,2025-05-22
23585,3530,Personal Loan,765754,17.93,120,Closed,2025-10-26
23586,19647,Education Loan,213929,12.68,120,Closed,2022-09-10
23587,19265,Personal Loan,476595,9.5,240,Active,2025-04-21
23588,3678,Business Loan,206761,12.14,120,Active,2022-09-30
23589,89,Home Loan,21703,13.52,240,Closed,2021-06-29
23590,13854,Personal Loan,112968,12.37,180,Active,2024-02-03
23591,11354,Business Loan,752247,18.07,84,Closed,2024-12-25
23592,8256,Home Loan,215872,14.66,12,Default,2025-12-29
23593,13586,Business Loan,767480,18.27,24,Active,2023-05-17
23594,14474,Education Loan,86162,7.05,84,Active,2025-12-28
23595,8967,Personal Loan,194599,15.38,48,Active,2022-02-14
23596,19018,Personal Loan,254468,11.33,24,Active,2024-12-18
23597,644,Home Loan,69212,10.27,84,Active,2025-10-13
23598,18186,Personal Loan,547628,10.0,24,Active,2021-09-17
23599,16154,Business Loan,89466,12.43,48,Active,2024-02-06
23600,6889,Business Loan,528346,14.59,84,Default,2022-11-09
23601,14811,Home Loan,195072,10.23,120,Active,2022-05-18
23602,16765,Home Loan,16180,12.52,240,Active,2023-06-28
23603,16096,Home Loan,641246,10.81,24,Active,2024-10-31
23604,18374,Personal Loan,595764,13.31,24,Active,2025-10-14
23605,13735,Business Loan,22167,8.06,60,Active,2021-02-12
23606,10163,Home Loan,111845,8.1,24,Active,2022-03-13
23607,8599,Personal Loan,605542,15.5,36,Active,2025-06-22
23608,10975,Business Loan,100233,6.53,48,Active,2021-05-13
23609,5944,Personal Loan,566361,15.93,60,Active,2022-06-08
23610,15013,Personal Loan,549236,8.81,48,Closed,2023-02-19
23611,5253,Home Loan,723920,10.56,240,Active,2023-01-09
23612,6790,Personal Loan,288085,12.65,180,Closed,2024-07-24
23613,4338,Personal Loan,227655,17.97,240,Active,2022-07-23
23614,716,Personal Loan,569102,15.84,24,Active,2022-04-20
23615,10401,Business Loan,401035,11.16,60,Active,2022-02-05
23616,19104,Business Loan,591850,13.55,240,Active,2022-06-03
23617,1572,Personal Loan,333308,11.745000000000001,24,Closed,2022-06-07
23618,5654,Home Loan,702461,11.6,120,Closed,2022-08-25
23619,5598,Business Loan,645701,5.86,24,Closed,2025-04-08
23620,449,Personal Loan,494358,6.2,120,Closed,2021-07-11
23621,11916,Home Loan,721365,13.02,36,Active,2025-10-30
23622,10166,Auto Loan,343773,8.95,24,Closed,2023-08-06
23623,13830,Personal Loan,91984,9.55,48,Active,2023-04-14
23624,3324,Personal Loan,528115,16.95,48,Active,2021-06-11
23625,9752,Home Loan,766496,12.05,24,Active,2022-07-23
23626,14247,Home Loan,729669,7.55,84,Active,2023-08-17
23627,17304,Auto Loan,68298,7.43,60,Closed,2024-11-09
23628,14672,Home Loan,583216,15.44,12,Active,2021-02-03
23629,12684,Business Loan,197712,10.19,180,Active,2021-04-01
23630,7273,Home Loan,310129,13.27,24,Active,2023-02-08
23631,3923,Personal Loan,21887,14.9,84,Active,2023-10-08
23632,18963,Education Loan,227929,11.37,12,Active,2024-03-29
23633,11191,Business Loan,461786,10.22,12,Active,2022-12-23
23634,1284,Business Loan,716740,5.93,36,Active,2023-10-04
23635,15182,Personal Loan,467257,14.76,240,Active,2021-12-29
23636,10836,Home Loan,486500,7.28,84,Active,2022-11-24
23637,11584,Home Loan,259606,16.64,84,Default,2021-08-22
23638,9861,Personal Loan,736622,16.34,12,Closed,2025-06-04
23639,15783,Auto Loan,84875,11.28,24,Closed,2024-05-09
23640,382,Business Loan,152053,6.68,180,Active,2025-05-07
23641,2778,Personal Loan,302188,8.61,48,Active,2025-02-21
23642,8473,Auto Loan,410811,5.6,240,Active,2021-07-02
23643,15432,Auto Loan,732752,10.45,240,Active,2023-10-23
23644,12577,Home Loan,468225,17.72,120,Active,2021-10-31
23645,4776,Education Loan,389976,11.37,60,Active,2024-11-25
23646,9249,Personal Loan,292977,12.19,84,Active,2024-05-02
23647,17433,Home Loan,260710,16.48,48,Active,2024-06-27
23648,11238,Personal Loan,218139,13.23,120,Default,2024-06-05
23649,12337,Business Loan,237826,18.21,120,Closed,2022-04-26
23650,4801,Education Loan,297955,15.6,180,Closed,2023-02-23
23651,19238,Home Loan,473722,18.41,240,Closed,2023-08-30
23652,4135,Education Loan,191498,11.62,24,Active,2023-11-05
23653,2120,Home Loan,97849,9.86,12,Closed,2023-07-25
23654,14641,Personal Loan,226932,14.48,48,Active,2022-08-19
23655,15134,Home Loan,616190,16.49,84,Active,2023-05-09
23656,7892,Auto Loan,735488,13.44,24,Closed,2022-03-06
23657,17501,Home Loan,229852,11.46,180,Active,2021-09-19
23658,834,Business Loan,134220,14.43,240,Active,2021-08-20
23659,3791,Auto Loan,141196,10.31,120,Active,2023-12-19
23660,2526,Personal Loan,529246,13.7,24,Active,2021-01-20
23661,2161,Business Loan,409789,10.1,12,Closed,2021-07-25
23662,5564,Home Loan,636947,14.37,84,Closed,2025-12-30
23663,5546,Business Loan,725217,12.094999999999999,84,Default,2022-03-16
23664,19462,Home Loan,47515,18.2,120,Active,2021-10-09
23665,11860,Education Loan,528905,14.63,60,Active,2022-06-27
23666,13636,Home Loan,524058,17.44,48,Closed,2025-03-29
23667,9819,Home Loan,746508,18.12,84,Closed,2021-01-18
23668,17962,Business Loan,552793,11.25,84,Closed,2024-02-27
23669,12549,Personal Loan,196316,8.91,180,Active,2024-01-08
23670,6293,Home Loan,28794,8.94,48,Active,2021-12-20
23671,2211,Auto Loan,264461,8.08,120,Active,2022-07-03
23672,17271,Business Loan,578169,6.36,60,Active,2021-06-24
23673,14051,Personal Loan,32660,10.48,120,Active,2024-10-22
23674,3424,Home Loan,568079,7.65,240,Active,2024-02-12
23675,8046,Home Loan,52706,6.13,120,Active,2023-06-20
23676,1306,Auto Loan,120325,14.76,12,Closed,2023-11-26
23677,443,Auto Loan,170196,11.995000000000001,180,Active,2021-11-28
23678,19077,Business Loan,35491,11.77,84,Active,2024-10-15
23679,10394,Home Loan,692998,8.03,24,Active,2021-11-04
23680,4644,Home Loan,628487,6.76,60,Active,2025-02-12
23681,6663,Personal Loan,113521,12.06,60,Active,2025-03-23
23682,4328,Home Loan,524501,16.25,24,Closed,2022-07-05
23683,14939,Personal Loan,157265,7.88,36,Active,2021-05-19
23684,18838,Business Loan,486452,7.79,120,Active,2024-02-11
23685,8968,Home Loan,585137,13.53,120,Active,2022-07-20
23686,8858,Auto Loan,651554,17.4,180,Active,2022-06-19
23687,1323,Education Loan,60526,10.99,180,Active,2022-02-14
23688,14996,Home Loan,223580,9.54,60,Active,2024-07-21
23689,7496,Auto Loan,116677,12.84,240,Active,2023-02-13
23690,1911,Education Loan,639163,12.3,24,Default,2024-03-19
23691,19315,Home Loan,111303,15.36,36,Active,2022-11-26
23692,3586,Home Loan,130818,8.07,84,Closed,2023-12-27
